               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.099778,           0.0073801,            0.015052,             0.75537,            0.067981,            0.060609,             0.01713,            0.080069,           0.0057537,           0.0053382,           0.0099753,           0.0099753,           0.0099753
                   1,             0.07782,           0.0074349,           0.0060712,             0.52145,             0.19357,             0.12292,            0.038155,            0.073679,           0.0060616,           0.0061556,           0.0099505,           0.0099505,           0.0099505
                   2,            0.077896,           0.0070676,           0.0058882,             0.56762,             0.14854,             0.11891,            0.036363,            0.077761,           0.0055436,           0.0075133,           0.0099258,           0.0099258,           0.0099258
                   3,             0.07842,           0.0072078,           0.0063642,             0.52957,              0.1631,             0.10958,            0.032607,            0.073493,           0.0060825,           0.0059864,            0.009901,            0.009901,            0.009901
                   4,            0.075675,           0.0070396,           0.0053624,             0.61967,             0.18169,             0.15908,            0.051697,            0.069881,           0.0051802,           0.0039486,           0.0098763,           0.0098763,           0.0098763
                   5,            0.074343,           0.0069249,           0.0045823,             0.58212,             0.22445,              0.1565,            0.053459,            0.069372,           0.0052116,           0.0036099,           0.0098515,           0.0098515,           0.0098515
                   6,            0.072542,           0.0070541,           0.0044792,             0.35182,             0.25399,             0.18748,              0.0617,             0.06738,           0.0053748,           0.0032201,           0.0098268,           0.0098268,           0.0098268
                   7,            0.071377,           0.0069582,           0.0042244,             0.38927,             0.23324,             0.20932,            0.075661,            0.067309,            0.005133,           0.0033683,            0.009802,            0.009802,            0.009802
                   8,            0.070461,             0.00692,           0.0038919,             0.46506,              0.2915,             0.25895,            0.097413,            0.065231,           0.0048956,           0.0022701,           0.0097773,           0.0097773,           0.0097773
                   9,              0.0702,           0.0069424,           0.0042506,             0.40775,             0.27888,             0.25896,             0.10461,            0.063774,           0.0048654,           0.0021594,           0.0097525,           0.0097525,           0.0097525
                  10,            0.069322,           0.0067056,           0.0035718,             0.39146,             0.26683,             0.22844,            0.081458,            0.063805,           0.0052086,            0.002582,           0.0097278,           0.0097278,           0.0097278
                  11,            0.068988,           0.0067883,           0.0037658,             0.54721,              0.2545,             0.21372,            0.076319,             0.06362,           0.0051553,            0.003313,            0.009703,            0.009703,            0.009703
                  12,            0.068961,           0.0066983,           0.0034743,             0.50854,             0.29672,              0.2586,            0.096641,            0.063498,           0.0049069,           0.0019721,           0.0096783,           0.0096783,           0.0096783
                  13,            0.067898,           0.0067959,           0.0032558,             0.48515,             0.32005,             0.28147,             0.10563,             0.06193,           0.0047724,           0.0019425,           0.0096535,           0.0096535,           0.0096535
                  14,            0.067738,           0.0067488,           0.0035242,             0.46237,             0.32234,             0.28883,             0.11682,            0.060709,           0.0047319,           0.0014432,           0.0096288,           0.0096288,           0.0096288
                  15,            0.067662,           0.0066955,           0.0034045,             0.46922,             0.32831,             0.29864,             0.11498,            0.061253,           0.0048262,           0.0027341,            0.009604,            0.009604,            0.009604
                  16,             0.06651,           0.0067977,            0.003256,             0.51561,             0.32226,              0.2861,             0.11106,            0.061249,           0.0047522,           0.0019395,           0.0095793,           0.0095793,           0.0095793
                  17,            0.066352,           0.0067418,           0.0031636,             0.48256,             0.33193,             0.29509,             0.11258,            0.061161,            0.004787,           0.0013821,           0.0095545,           0.0095545,           0.0095545
                  18,            0.065979,           0.0067041,           0.0031583,             0.50063,             0.35013,               0.317,             0.12517,            0.059211,           0.0047492,           0.0018404,           0.0095298,           0.0095298,           0.0095298
                  19,            0.065449,           0.0067454,           0.0029409,             0.47877,             0.34292,              0.3269,             0.13554,             0.05868,           0.0047011,           0.0016893,            0.009505,            0.009505,            0.009505
                  20,            0.065298,           0.0067952,           0.0029978,             0.49383,             0.35146,             0.33621,             0.14057,            0.058216,           0.0046385,           0.0014077,           0.0094803,           0.0094803,           0.0094803
                  21,            0.065148,           0.0066297,           0.0030557,             0.56997,             0.33436,             0.33301,             0.13947,            0.058784,           0.0047706,           0.0017315,           0.0094555,           0.0094555,           0.0094555
                  22,            0.065298,            0.006689,           0.0028333,               0.528,              0.3636,             0.34121,             0.14628,            0.057935,           0.0046401,           0.0014641,           0.0094307,           0.0094307,           0.0094307
                  23,            0.065477,           0.0067998,           0.0031619,             0.52789,             0.34598,             0.34318,             0.14756,            0.057919,           0.0045341,           0.0010798,            0.009406,            0.009406,            0.009406
                  24,            0.065681,            0.006656,           0.0029938,              0.5174,             0.35817,             0.33786,             0.13964,            0.057757,           0.0046066,           0.0014278,           0.0093813,           0.0093813,           0.0093813
                  25,            0.064301,           0.0066652,           0.0030485,             0.57044,             0.36292,             0.36695,             0.15902,            0.055991,           0.0045992,           0.0016289,           0.0093565,           0.0093565,           0.0093565
                  26,            0.064077,           0.0065453,           0.0029748,             0.53343,             0.38012,             0.36723,             0.16117,             0.05537,           0.0045319,           0.0010799,           0.0093317,           0.0093317,           0.0093317
                  27,            0.063471,           0.0066234,           0.0023995,             0.54635,             0.39382,             0.37204,             0.15945,            0.055693,           0.0045806,           0.0011365,            0.009307,            0.009307,            0.009307
                  28,            0.064281,           0.0066016,           0.0028586,             0.54151,             0.40114,             0.38125,             0.16656,            0.055635,           0.0045123,           0.0011915,           0.0092823,           0.0092823,           0.0092823
                  29,             0.06336,           0.0066251,           0.0027027,             0.56304,             0.38141,             0.37871,             0.16556,            0.054768,           0.0045174,           0.0011982,           0.0092575,           0.0092575,           0.0092575
                  30,             0.06289,            0.006573,           0.0026548,             0.56711,             0.38633,             0.38649,             0.17222,            0.054131,           0.0044866,            0.000952,           0.0092327,           0.0092327,           0.0092327
                  31,            0.063158,            0.006587,            0.002643,             0.55847,             0.39963,             0.38866,             0.17247,            0.054451,           0.0044872,           0.0010851,            0.009208,            0.009208,            0.009208
                  32,            0.062918,           0.0066116,           0.0027202,             0.58906,             0.40485,             0.40087,             0.18026,            0.053239,           0.0044734,           0.0010127,           0.0091833,           0.0091833,           0.0091833
                  33,            0.062956,           0.0066733,           0.0028966,             0.59443,             0.40108,             0.40196,             0.17851,            0.053632,           0.0044333,           0.0010803,           0.0091585,           0.0091585,           0.0091585
                  34,            0.062213,           0.0066063,           0.0027142,             0.60388,             0.40504,             0.40714,             0.18043,            0.053601,            0.004413,          0.00096592,           0.0091337,           0.0091337,           0.0091337
                  35,            0.062374,           0.0064906,           0.0025215,             0.59357,             0.42267,             0.42346,             0.18685,            0.052963,           0.0043934,          0.00098232,            0.009109,            0.009109,            0.009109
                  36,            0.061924,           0.0065311,           0.0026969,             0.59704,             0.40847,             0.41637,             0.19097,            0.052408,           0.0043826,          0.00086604,           0.0090843,           0.0090843,           0.0090843
                  37,            0.062416,           0.0066194,           0.0028769,              0.5752,             0.43146,             0.43182,             0.20056,            0.051533,           0.0043578,          0.00092507,           0.0090595,           0.0090595,           0.0090595
                  38,            0.062089,           0.0066515,           0.0027475,             0.59671,             0.42321,             0.42488,             0.19314,            0.052412,           0.0043548,          0.00090263,           0.0090347,           0.0090347,           0.0090347
                  39,            0.061852,           0.0065515,           0.0026518,             0.60303,             0.43126,             0.43358,             0.20027,            0.051305,           0.0043097,          0.00079829,             0.00901,             0.00901,             0.00901
                  40,            0.062059,           0.0065894,           0.0024107,             0.59167,             0.42743,             0.43433,             0.19807,            0.051253,           0.0043355,          0.00079172,           0.0089853,           0.0089853,           0.0089853
                  41,            0.061374,           0.0065009,           0.0023415,             0.58698,             0.43795,             0.43295,             0.20178,            0.051124,           0.0043095,          0.00079205,           0.0089605,           0.0089605,           0.0089605
                  42,            0.061688,           0.0064834,           0.0024531,             0.59691,             0.43786,              0.4401,              0.2068,            0.050763,           0.0042982,          0.00078606,           0.0089358,           0.0089358,           0.0089358
                  43,            0.061414,           0.0064897,           0.0025476,             0.58194,             0.44516,             0.44101,             0.20534,            0.050899,           0.0042747,          0.00079959,            0.008911,            0.008911,            0.008911
                  44,            0.061258,           0.0065194,           0.0025491,             0.60536,             0.44437,             0.44694,             0.20735,            0.050615,           0.0042834,          0.00081896,           0.0088863,           0.0088863,           0.0088863
                  45,            0.061401,           0.0065179,           0.0026347,             0.59051,             0.44949,             0.44699,             0.20772,             0.05037,           0.0042827,           0.0008418,           0.0088615,           0.0088615,           0.0088615
                  46,            0.061912,            0.006555,            0.002567,              0.5919,             0.44627,             0.44587,             0.20943,            0.050164,           0.0042825,          0.00082206,           0.0088368,           0.0088368,           0.0088368
                  47,            0.061233,           0.0065373,           0.0026756,             0.61356,             0.44832,              0.4543,             0.21173,            0.050005,           0.0042659,          0.00076689,            0.008812,            0.008812,            0.008812
                  48,            0.060515,           0.0064953,           0.0023705,             0.62028,              0.4528,             0.45634,             0.21672,            0.049749,           0.0042475,          0.00076259,           0.0087872,           0.0087872,           0.0087872
                  49,            0.061082,           0.0064403,           0.0025834,             0.61819,             0.45252,             0.46075,             0.21685,            0.049539,            0.004228,          0.00074675,           0.0087625,           0.0087625,           0.0087625
